level_0,level_1,level_2,root_kc,final_cluster
形而上学,希腊哲学,哲学思想体系,中国古代文化,14
参数传递过程,参数传递过程,设计领域,组织与评估设计,0
推出,交易与转移,经济活动,经济学概念,11
灰度阶次,灰度阶次,阶次概念,阶次概念,-1
激素分泌,生理反应与综合征,神经生物学,生物与自然科学,4
党的基本路线,党的基本路线,设计领域,组织与评估设计,0
结构性失业,失业与失业保险,经济活动,经济学概念,11
肘关节的屈曲,骨骼解剖学,人与自然,生物与自然科学,4
原子论哲学家,希腊哲学,哲学思想体系,中国古代文化,14
微观市场营销学,微观市场营销学,市场营销知识,经济学概念,11
经济学基本问题,经济学知识体系,经济学知识体系,经济学概念,11
定点转动,旋转与运动,运动与振动,化学与物理性质,8
合格酒,白酒评鉴知识,白酒知识,中国古代文化,14
边缘概率分布,概率论,逻辑与概率理论,数据处理与编程知识,5
自拍照,自拍照,自拍照,自拍照,-1
广播,广播,广播,信息技术与管理,12
净热量法,体温调节,体温调节,体温调节,-1
众筹融资,众筹融资,货币与金融市场,经济体系与发展,16
核心,核心,核心,经济学概念,11
观察偏倚,位置与偏倚,地理与发展,经济学概念,11
精神功能,功能概念,概念框架,中国古代文化,14
自然失业率,失业与失业保险,经济活动,经济学概念,11
微观经济学,经济学知识体系,经济学知识体系,经济学概念,11
林缘附近,植物景观设计与规划,植物景观与设计,生物与环境设计,2
文件分配,文件分配,文件格式与内容管理,信息技术与管理,12
质心坐标,坐标系统,力学理论,科学理论与方法,9
偏倚,位置与偏倚,地理与发展,经济学概念,11
市场竞争者,市场竞争者,市场概念,经济学概念,11
平均速度,速度与加速度,运动与振动,化学与物理性质,8
合十礼,合十礼,占卜与命理,中国古代文化,14
劳动力价值,劳动力价值,经济发展与增长,经济体系与发展,16
品牌知名度,品牌管理,投资收益率,经济学概念,11
跨媒体叙事,媒体叙事策略,财经报道与传播,财经报道与传播,-1
弥散障碍,呼吸生理学,生物与地理科学,生物与自然科学,4
微量元素,微量元素,性质与特性,化学与物理性质,8
组织供血量,组织供血量,循证医学与流行病学,生物与自然科学,4
简谐振动,简谐振动与波动,运动与振动,化学与物理性质,8
非营利组织市场,非营利组织市场,市场概念,经济学概念,11
应激,应激,神经生物学,生物与自然科学,4
新风量,暖通空调系统,力学理论,科学理论与方法,9
长期失业,失业与失业保险,经济活动,经济学概念,11
对立,对立,逻辑与对立,法律与政治制度,10
遗传规律,自然规律,物理学基本原则,科学理论与方法,9
RM,计算机科学概念,数据管理与分析,信息技术与管理,12
速度,速度与加速度,运动与振动,化学与物理性质,8
人工智能案例,人工智能概论,数据管理与分析,信息技术与管理,12
死锁检测算法,锁定与噪声控制,数据规范化,数据处理与编程知识,5
相对位置,服务平台,服务平台管理,信息技术与管理,12
多器官功能障碍的综合征,生理反应与综合征,神经生物学,生物与自然科学,4
单晶硅,晶体与半导体结构,电学原理,科学理论与方法,9
表面式冷却器,表面式冷却器,湿空气的状态,热力学与化学反应,7
道德风险,风险管理,投资收益率,经济学概念,11
关系命题的推理,推理与论证,逻辑与对立,法律与政治制度,10
创新创业大赛,创业知识,微课学习策略,教育研究与实践,13
右旋,旋转与运动,运动与振动,化学与物理性质,8
自然坐标,坐标系统,力学理论,科学理论与方法,9
神秘主义,哲学思想,哲学思想体系,中国古代文化,14
布鲁纳,文化与思想人物,哲学思想体系,中国古代文化,14
鸿门宴,鸿门宴,占卜与命理,中国古代文化,14
品牌价值,品牌管理,投资收益率,经济学概念,11
优先级队列,选择结构,数据结构,数据处理与编程知识,5
调味酒基本原理,酒类知识,发酵化学,化学与物理性质,8
战略,战略管理,投资收益率,经济学概念,11
傅里叶级数,级数与收敛性,级数与收敛性,级数与收敛性,-1
欠阻尼振动系统,简谐振动与波动,运动与振动,化学与物理性质,8
白酒品评技能认证,白酒评鉴知识,白酒知识,中国古代文化,14
囊膜,囊膜,性质与特性,化学与物理性质,8
输液治疗,输液治疗,物理性质,化学与物理性质,8
基督教,基督教,文化与哲学,国际关系与协议,3
交错韵律原则,原则体系,原则体系,法律与政治制度,10
世界性,世界性,全球化与文化交流,国际关系与协议,3
色氨酸衍生,氨基酸相关知识,微课学习策略,教育研究与实践,13
六大美德,德行与美德,荀子,中国古代文化,14
纳米粒子,晶体与半导体结构,电学原理,科学理论与方法,9
酸碱平衡紊乱类型,酸碱平衡紊乱类型,酸碱平衡与反应类型,生物与自然科学,4
杜鲁门,文化与思想人物,哲学思想体系,中国古代文化,14
解离反应,有机反应类型,酸碱平衡与反应类型,生物与自然科学,4
sp3杂化,有机化合物合成与结构,有机与无机化学知识,化学与物理性质,8
3C原则,原则体系,原则体系,法律与政治制度,10
保护装置,编程基础知识,编程知识,数据处理与编程知识,5
路透社,路透社,服务平台管理,信息技术与管理,12
量度单位,统计学与测量,计算机与信息系统相关术语,信息技术与管理,12
超光速,速度与加速度,运动与振动,化学与物理性质,8
血氧含量,血氧含量,循证医学与流行病学,生物与自然科学,4
死锁,锁定与噪声控制,数据规范化,数据处理与编程知识,5
历史唯物主义,哲学思想,哲学思想体系,中国古代文化,14
宽恕信,沟通与谈判,经济活动,经济学概念,11
缺氧,缺氧,循证医学与流行病学,生物与自然科学,4
市场分析预测,市场分析预测,循证医学与流行病学,生物与自然科学,4
职业素养,职业素养,教育理论与实践,教育研究与实践,13
合作伙伴,供应链合作与管理,投资收益率,经济学概念,11
消息写作,消息写作,财经报道与传播,财经报道与传播,-1
真空,真空,物化,热力学与化学反应,7
浪漫主义诗哲,希腊哲学,哲学思想体系,中国古代文化,14
供应商,供应链合作与管理,投资收益率,经济学概念,11
反馈控制,控制系统,力学理论,科学理论与方法,9
尺寸标注,尺寸标注,尺寸测量,尺寸测量,-1
向心性肥大,身体形态与评估,人与自然,生物与自然科学,4
配合尺寸,配合尺寸,尺寸测量,尺寸测量,-1
布拉维点阵,文化与思想人物,哲学思想体系,中国古代文化,14
清香型白酒,白酒香型,白酒知识,中国古代文化,14
荧光体,晶体与半导体结构,电学原理,科学理论与方法,9
资产减值,资产管理,投资收益率,经济学概念,11
市场调查,市场调查,市场概念,经济学概念,11
资产负债表,资产负债表,财务报表,经济学概念,11
科氏加速度,速度与加速度,运动与振动,化学与物理性质,8
使用方法,使用方法,教学机,教育研究与实践,13
工业区位,产业区位与发展,地理与发展,经济学概念,11
轴点,轴测图与轴点策略,轴测图与轴点策略,轴测图与轴点策略,-1
自由基取代,自由基取代,自由与能量,自由与能量,-1
宏观经济学研究内容,经济学知识体系,经济学知识体系,经济学概念,11
专利,专利,个人权利保护,法律与责任,6
生命伦理,德行与美德,荀子,中国古代文化,14
思维工具,思维方式,思维方式,法律与政治制度,10
得道成仙,道教思想,哲学思想体系,中国古代文化,14
资金,资金,调查性报道,教育研究与实践,13
晶体三极管,晶体与半导体结构,电学原理,科学理论与方法,9
缺页,内存管理,计算机系统管理,信息技术与管理,12
危机决策,危机管理,投资收益率,经济学概念,11
宗教神秘主义,哲学思想,哲学思想体系,中国古代文化,14
过热,体温调节,体温调节,体温调节,-1
三湾一海,三湾一海,三项原则,法律与政治制度,10
BASE原则,原则体系,原则体系,法律与政治制度,10
摩擦性失业,失业与失业保险,经济活动,经济学概念,11
踝关节稳定性,形态学,生物与地理科学,生物与自然科学,4
临界点,临界点,临界条件,热力学与化学反应,7
吉凶悔吝转化,吉凶悔吝转化,占卜与命理,中国古代文化,14
意大利产业区,产业区位与发展,地理与发展,经济学概念,11
挤出效应,效应概念,概念框架,中国古代文化,14
选题,选题,选题,组织与评估设计,0
下送上排负荷,下送上排负荷,热交换与传热,热力学与化学反应,7
社会主义实现,社会主义发展理论,社会主义理论,法律与政治制度,10
全球供应链,供应链合作与管理,投资收益率,经济学概念,11
产业集群,产业区位与发展,地理与发展,经济学概念,11
歧化反应,有机反应类型,酸碱平衡与反应类型,生物与自然科学,4
级数收敛,级数与收敛性,级数与收敛性,级数与收敛性,-1
贵金属,性质,性质与特性,化学与物理性质,8
电子构型,电子构型,电学原理,科学理论与方法,9
MBTI,MBTI,MBTI,类型分类,1
人造微地形,人造微地形,发酵化学,化学与物理性质,8
国民收入,国民收入,经济指标,经济学概念,11
风景名胜区,植物景观设计与规划,植物景观与设计,生物与环境设计,2
品德评价,品德评价,教育理论与实践,教育研究与实践,13
危机协调,危机管理,投资收益率,经济学概念,11
平均速率,速度与加速度,运动与振动,化学与物理性质,8
社会,社会,服务平台管理,信息技术与管理,12
愿景型领导,领导力概念,概念框架,中国古代文化,14
交换,交易与转移,经济活动,经济学概念,11
不可知的论断,推理与论证,逻辑与对立,法律与政治制度,10
危机沟通,危机管理,投资收益率,经济学概念,11
信用风险,风险管理,投资收益率,经济学概念,11
税收,税务管理,投资收益率,经济学概念,11
相对加速度,速度与加速度,运动与振动,化学与物理性质,8
室外空气的设计计算参数,暖通空调系统,力学理论,科学理论与方法,9
应变分量,应变分量,反应特性,化学与物理性质,8
建设中国特色社会主义,中国特色社会主义理论体系,社会主义理论,法律与政治制度,10
流类库,贝叶斯分类方法,贝叶斯分类,数据处理与编程知识,5
伽拉提亚的掳掠,伽拉提亚的掳掠,伽拉提亚的掳掠,伽拉提亚的掳掠,-1
方位角,坐标系统,力学理论,科学理论与方法,9
CDK,计算机科学概念,数据管理与分析,信息技术与管理,12
